battery_current,extra_load_kg,vehicle_model,c_rating,charge_cycles_weekly,age_of_ev_years,driving_conditions,charging_type,outside_temp_c,auxiliary_load_percent,reduced_range_km,battery_breakdown
124.4424323962761,493.17789775287054,Model B,2.0,24,9,highway,Level 1,26.9,12.464799402331057,90.44331931391854,Yes
175.05329018333455,212.65407515057666,Model D,1.5,22,8,highway,Fast Charging,28.4,24.47974151771637,117.04698794211059,Yes
183.44966984757482,302.0360502995318,Model D,2.0,10,4,hill road,Level 2,21.1,11.443055448112382,199.63626827493732,Yes
176.2077835689059,27.26983033757535,Model B,1.5,21,8,hill road,Level 2,25.7,13.631732460615472,126.4238203308986,Yes
42.264431057949245,421.10504010513,Model D,0.5,16,1,city,Level 2,25.2,7.75425973946745,165.1248574335774,Yes
81.8549412092035,324.08402448977176,Model A,1.0,21,8,hill road,Fast Charging,24.9,6.306696784468613,169.25512949363048,Yes
96.09172610008324,202.01005143140677,Model C,1.0,25,2,hill road,Level 1,26.2,20.473817494051115,181.89002840758192,Yes
203.0649298430812,8.084769977259876,Model B,1.5,26,6,highway,Level 2,27.7,23.198115204140738,99.92745752165811,Yes
76.90236937949273,295.83441029675197,Model A,1.5,22,6,city,Level 2,32.1,8.043759914434704,72.87921629199099,Yes
60.56919132812876,6.328914242081096,Model B,1.0,14,3,hill road,Level 1,30.1,21.19291272873308,183.29283985347993,Yes
239.78752456914307,0.6018069545089544,Model C,2.0,28,5,highway,Level 1,29.6,10.543391317511006,141.43519770357352,Yes
12.127188427232536,308.0492810746773,Model A,2.0,24,2,highway,Fast Charging,31.7,13.112884745298908,139.3742187161659,Yes
249.47700536367478,94.50853366727713,Model A,2.0,16,8,city,Level 2,26.0,4.453207965208566,135.4701833405665,Yes
172.43711172577494,95.94377485904765,Model C,1.0,8,8,hill road,Level 2,20.6,14.61052148691272,55.25783261222472,Yes
208.8326318677881,326.63578291637185,Model C,0.5,14,5,hill road,Level 2,25.9,23.816330879547344,87.31278898255432,Yes
80.70865512308636,26.84859396968714,Model D,1.5,9,7,hill road,Fast Charging,27.2,1.2639716586066858,150.868813523854,Yes
13.435666640094395,156.70278073727818,Model A,1.5,8,8,hill road,Level 2,29.1,6.532178849056863,54.949076620895596,Yes
187.08868445476722,74.71595107100953,Model C,1.0,20,4,city,Level 2,27.7,17.359529078850418,141.01244174733026,Yes
210.19470328016217,290.08818489826695,Model C,0.5,9,2,highway,Level 2,24.1,6.7173967598668085,57.534751405232214,Yes
187.7142716688446,330.8825773636979,Model A,1.0,23,5,highway,Fast Charging,31.0,9.19923086820296,51.27146914471684,Yes
44.28406895220127,360.5679267995218,Model D,2.0,28,7,city,Level 2,26.5,7.252338439282485,183.75762099854285,Yes
190.82270134167257,127.61560845928271,Model B,2.0,10,4,hill road,Level 2,24.0,24.186720999581883,186.64236270466978,Yes
194.54146770583384,44.624875818292,Model D,1.5,28,4,highway,Fast Charging,16.3,12.178065819878242,93.50990922661722,Yes
168.04972376081318,39.34182847094891,Model C,1.5,25,4,hill road,Level 2,27.3,3.3462563678568924,179.7383325553925,Yes
193.8678238709407,213.0757742253619,Model B,1.5,11,9,highway,Level 1,19.2,3.057199659193688,61.23794891325606,Yes
213.02114552265573,472.9222045313575,Model B,1.5,14,9,hill road,Fast Charging,20.0,7.758662448806378,111.737965406109,Yes
157.26498741699,108.8645171235123,Model D,2.0,11,8,city,Level 1,27.3,10.024637982141558,121.46647115602268,Yes
31.265131352722975,128.37080067077466,Model B,2.0,26,8,hill road,Level 1,27.4,7.221637510970683,111.28192842296414,Yes
127.0306743201306,50.444401052929464,Model C,0.5,18,7,hill road,Level 2,19.4,13.7635851853258,102.25660962053175,Yes
28.635840321185213,302.7851369469651,Model A,1.5,14,1,city,Level 2,23.0,21.794940235471344,141.69800141671982,Yes
107.81032744778341,339.93643697358743,Model A,1.0,24,8,city,Level 2,24.7,19.704335486541673,151.44198654194446,Yes
107.70555739015063,321.46560408038,Model A,0.5,26,4,hill road,Fast Charging,29.1,14.474697487330701,193.7707083422386,Yes
25.84236259365798,430.5651215223906,Model D,0.5,29,1,hill road,Fast Charging,22.1,18.10622772146782,68.99838325326911,Yes
93.71692815267504,243.21291751303588,Model A,2.0,15,1,hill road,Fast Charging,28.9,16.560600958990378,185.05888640987948,Yes
36.63954370991556,67.22852038353221,Model A,1.5,18,3,highway,Level 1,20.7,1.6490947793002253,169.60625305100504,Yes
203.97645040221332,144.70256535220634,Model A,0.5,16,3,hill road,Fast Charging,18.7,15.86747565275889,92.41011188482128,Yes
237.44512623147298,331.2149867106759,Model B,1.5,8,1,highway,Fast Charging,30.4,21.801726792969976,80.03843620540039,Yes
27.355954061905265,306.5609868707799,Model B,2.0,17,8,highway,Level 2,32.2,20.750871073913327,67.47491303201731,Yes
239.22764975000834,265.50156487148126,Model B,0.5,26,4,highway,Level 1,30.8,11.751254623645332,113.5584882208731,Yes
135.41838384081882,341.4822093443436,Model C,0.5,26,4,city,Fast Charging,28.5,8.147456158938018,132.52043806532197,Yes
81.89576270892974,318.6954251866497,Model C,1.0,7,6,city,Level 2,25.5,9.44559406553803,135.46595602601656,Yes
28.446898066279243,440.6624447324758,Model C,2.0,17,9,highway,Level 2,27.8,14.144992990309149,112.51256317758506,Yes
130.14982433690028,293.0081887391483,Model A,1.0,24,9,highway,Fast Charging,27.6,10.240323325283166,152.8026377646218,Yes
200.6837306777797,389.30067935027824,Model B,2.0,23,8,highway,Level 1,33.9,8.711907048088078,156.1770590886536,Yes
179.70075454400757,124.35357798323393,Model C,1.0,19,1,city,Level 1,21.4,2.965374393527936,127.25413069648904,Yes
22.054242751353705,339.091292294534,Model D,2.0,23,2,city,Fast Charging,22.1,2.654120215050046,132.75432467163472,Yes
27.49644048829684,451.09705919133785,Model B,2.0,24,3,city,Fast Charging,20.5,0.7343333487877773,79.23424689094131,Yes
106.68958783183291,192.86616394991663,Model A,0.5,8,5,highway,Fast Charging,31.8,24.847296936816925,133.09155033879668,Yes
80.86971857150638,389.5520936693233,Model B,1.0,10,5,highway,Level 1,25.1,9.066510725423202,61.29216083510677,Yes
65.77223753345149,362.3946505977177,Model A,1.0,19,8,hill road,Level 1,21.4,1.8165600413631855,135.6014376611768,Yes
77.44107973809126,29.76309843591124,Model C,1.0,8,2,hill road,Level 2,15.4,14.191215382210043,146.43221805258145,Yes
202.83585839125232,290.7541548120361,Model A,0.5,10,2,city,Level 2,20.9,16.876221961393785,197.26794180313695,Yes
233.01473287164492,65.09467460040119,Model A,1.5,6,8,city,Level 1,26.2,17.01941555368129,113.74606438900621,Yes
107.22464668661594,483.65958611529555,Model D,2.0,8,1,hill road,Level 2,16.3,24.23530943423744,124.3581377953221,Yes
227.46664051179928,405.7037513503281,Model B,1.0,22,9,city,Level 1,20.5,5.330919298178779,117.82372439883672,Yes
87.15896829949168,54.861900623560054,Model A,2.0,19,2,highway,Level 2,25.2,22.36823734969471,88.96754992630386,Yes
124.34487672250998,60.875998823839204,Model D,0.5,16,5,hill road,Fast Charging,23.9,22.65466624164407,64.15206207578157,Yes
64.24695947583993,297.2369274563095,Model D,2.0,12,3,highway,Level 1,19.1,11.444067986532042,146.08947737407834,Yes
163.71425012220254,172.44458708659167,Model D,0.5,16,5,hill road,Level 2,21.0,23.819981521422694,60.81565253316015,Yes
244.95546764195413,17.45292953655464,Model C,1.5,13,8,hill road,Fast Charging,23.8,5.043978585688974,114.5095670914487,Yes
154.83834305041088,270.82075391652654,Model C,1.0,11,8,city,Level 2,26.8,8.4876731150067,51.65211518076454,Yes
95.87538018725172,193.92254984292344,Model A,0.5,26,6,highway,Level 2,27.9,18.984969883119764,191.07828104958992,Yes
165.47618703772682,50.53824618587133,Model B,2.0,12,9,highway,Fast Charging,24.4,23.627634079166132,154.61682362248922,Yes
39.500962831693016,400.9601961279913,Model C,0.5,24,7,highway,Fast Charging,31.4,1.9476117004981586,83.47038223880705,Yes
223.27817926369568,457.538382639403,Model C,0.5,14,2,highway,Level 1,22.6,16.818173551058475,91.4231355753197,Yes
130.74014818716074,378.296967007065,Model A,1.5,15,1,city,Level 2,19.7,23.57922779259914,98.33657839008228,Yes
117.8439380895141,411.21115500813863,Model A,1.0,6,8,highway,Fast Charging,16.0,2.57376130790605,127.86170298621091,Yes
150.60754922884462,108.24528363305869,Model C,0.5,8,1,city,Level 2,28.2,4.576758657813196,144.7673369072469,Yes
159.94812706945658,131.7864754593005,Model A,0.5,25,8,hill road,Fast Charging,24.6,16.93195856546072,61.487953561042474,Yes
27.226193494363127,104.26377014959387,Model D,2.0,29,9,highway,Level 1,17.7,15.803522958485294,149.05227941011157,Yes
173.82813309361657,382.53171568278196,Model A,0.5,25,1,city,Fast Charging,26.3,7.460838886357807,61.16513317496301,Yes
68.0636032757271,473.95853946724856,Model D,0.5,29,7,hill road,Level 2,29.4,23.413924237637943,187.08385155034978,Yes
181.34863180158155,358.4186033669513,Model C,1.0,13,5,highway,Level 2,26.3,9.665401907193655,124.5980607471075,Yes
207.40835065220722,440.733382439778,Model B,1.0,12,8,highway,Level 1,21.8,8.53413537427509,190.05157486886029,Yes
202.95004181260487,319.34954744158625,Model D,2.0,9,4,city,Level 1,19.4,21.031187718288695,146.36446546874117,Yes
142.6002321778934,193.82995027939953,Model B,0.5,18,2,hill road,Fast Charging,26.2,14.041593377715063,110.17914117519845,Yes
134.8407741545803,212.8808074651526,Model C,0.5,6,7,hill road,Fast Charging,25.2,11.051036788081175,167.4243935945617,Yes
44.29023072145881,37.66071608370242,Model A,0.5,25,7,hill road,Level 2,37.1,13.618763976435133,60.21211256168191,Yes
196.08307609675254,15.72859762301304,Model D,1.5,21,8,hill road,Fast Charging,20.0,17.923240673823233,138.05408390925578,Yes
75.13825130721145,347.7378020945387,Model D,1.5,12,9,highway,Level 1,26.9,2.08488466583312,88.65077555165026,Yes
129.20690147630717,219.2144460055903,Model C,2.0,6,6,hill road,Fast Charging,22.3,8.341321436063895,176.40914779949185,Yes
78.22578230260402,276.1075340273147,Model C,1.5,27,3,city,Level 1,21.6,21.51286342810355,183.59440635142593,Yes
42.11880711992635,278.83062381120817,Model A,2.0,19,5,city,Level 2,19.5,18.312876441187083,137.8200844553649,Yes
161.09384725401677,138.68790666665072,Model B,0.5,6,3,highway,Fast Charging,30.1,1.84324004892715,89.13115197179964,Yes
23.03968835749692,237.94625541474534,Model D,1.5,15,9,city,Level 1,30.0,11.50688535487,108.34571447163412,Yes
189.67485619028798,235.38011083385112,Model B,1.0,18,5,highway,Fast Charging,29.3,7.698899977811552,143.07308863194083,Yes
86.220830862668,194.2136106139285,Model D,1.5,25,7,hill road,Level 1,22.8,19.822969636362387,113.78701882494636,Yes
10.032326321076477,410.33769170053523,Model D,0.5,14,7,highway,Level 1,27.5,3.5953298293860096,166.56425401112034,Yes
132.67099341693515,225.58200184379794,Model A,1.0,11,7,hill road,Level 1,31.3,3.622438000555428,105.34024580852024,Yes
21.24445804662475,301.82226225299394,Model D,2.0,26,4,city,Fast Charging,13.6,18.539988337233588,125.82153406055218,Yes
76.28069387701588,447.760060190413,Model D,0.5,18,4,highway,Level 1,27.5,24.67864562937159,78.35339642635101,Yes
179.6743569893719,433.1168114294612,Model C,1.0,17,3,hill road,Fast Charging,29.5,9.75012813908661,154.66923195820374,Yes
25.04550918924781,445.21110188958255,Model A,1.5,25,4,highway,Level 1,28.4,21.587434608249417,179.7836353506543,Yes
211.44123816544055,135.00249823250698,Model C,2.0,26,9,hill road,Level 1,20.9,9.952591691463173,104.99373274973225,Yes
10.916781438059946,17.491244154031417,Model D,1.5,6,5,highway,Fast Charging,20.7,16.41944138945404,193.20727439659927,Yes
69.23772860845654,130.5333999476646,Model A,1.0,14,6,highway,Fast Charging,26.5,12.168136060832726,55.75856953614408,Yes
187.81697347649714,139.3536728103543,Model D,1.0,5,4,highway,Fast Charging,25.2,18.58100256706362,83.05138746445971,Yes
85.90483593503363,454.680163362484,Model A,0.5,5,1,highway,Level 2,29.3,1.4302029525019662,111.86831870958765,Yes
34.45417313584325,324.6213664189853,Model B,2.0,28,7,hill road,Level 2,29.3,13.737623983534796,113.66778372219846,Yes
96.45614051210269,40.85197980111438,Model B,2.0,7,7,hill road,Level 2,22.4,24.959094286541863,169.0098002831484,Yes
74.89438873228613,67.68929800555057,Model A,1.0,15,6,highway,Level 1,17.2,18.789702572296,183.07771723818968,Yes
212.25085651853317,77.8380627709877,Model D,0.5,23,4,highway,Level 1,18.5,5.755811381867948,95.46145274206373,Yes
85.20350022043435,315.2108740844616,Model A,1.0,13,8,city,Level 1,19.9,7.642226324306741,145.8132771691477,Yes
199.34379322624173,367.70701275350154,Model D,1.0,17,8,hill road,Fast Charging,22.6,17.229332392746993,132.74404529156226,Yes
224.04931475457633,429.82195528269807,Model B,2.0,26,1,hill road,Level 2,26.4,3.7226821751782406,76.62618796938682,Yes
114.11618069836709,470.31827540312156,Model D,1.5,8,9,hill road,Level 1,23.5,0.1772384370656882,98.90535153918884,Yes
228.3863545250541,100.85227869322088,Model C,1.5,24,8,hill road,Fast Charging,19.1,19.321279080364782,52.966551209795085,Yes
100.55633295116628,154.88624236202452,Model B,2.0,27,2,city,Level 2,27.9,14.987025636903159,95.57069158738233,Yes
241.37881995762595,120.16144037241533,Model C,0.5,10,9,highway,Level 2,23.6,16.822431878341234,65.8216022559597,Yes
31.429485886137503,179.38078373306888,Model B,2.0,6,4,highway,Fast Charging,21.8,0.5522494677555306,184.75719372717262,Yes
174.88462396077827,457.3325537118747,Model B,0.5,13,6,highway,Level 1,21.2,9.46638006790161,184.83650088325854,Yes
128.51536970966288,287.55628346968075,Model C,2.0,22,2,city,Level 2,26.4,13.293970943293582,152.03024822841485,Yes
103.03571330935529,369.09594866224955,Model A,0.5,28,4,city,Level 1,23.7,17.44576038236015,198.92373877955797,Yes
161.8508508996642,245.05961806339099,Model D,1.0,8,2,highway,Level 1,22.2,21.114464628336147,136.98274250586593,Yes
178.92570199223948,14.428956668062265,Model B,1.0,5,9,city,Level 1,19.3,7.163559774808798,80.07280599202726,Yes
11.047184716074181,32.097742998907165,Model D,0.5,5,9,city,Level 1,22.2,22.67446322357878,182.70129947252278,Yes
50.06874129932769,268.9615156339429,Model B,2.0,29,5,city,Level 1,26.1,16.80357514789827,81.25921351168621,Yes
181.1310521522365,359.39451741001284,Model D,1.0,24,3,city,Level 1,27.9,9.963252228169365,90.0465575623623,Yes
169.93249925876955,107.66526376436575,Model B,2.0,21,3,highway,Level 1,29.4,16.546309162932694,148.80907077650986,Yes
241.85140123088252,360.954786996152,Model A,1.5,23,1,city,Fast Charging,21.7,16.527504731439397,69.44021979854953,Yes
192.64906966018793,405.3328867417562,Model B,1.0,7,8,highway,Level 1,17.7,5.340457837231943,141.47196669853406,Yes
238.18544985552114,205.9487391810556,Model A,2.0,27,3,hill road,Level 1,27.7,0.15415967557543542,95.42170004835316,Yes
178.60972036835366,373.2096164220525,Model B,2.0,26,4,city,Level 2,25.7,3.0652939772100956,143.90972103804037,Yes
81.53253007346636,202.01497516422995,Model D,1.5,28,2,hill road,Level 2,18.2,23.87369092429222,169.7228114673436,Yes
35.287581340205556,339.17531472751,Model C,2.0,27,8,hill road,Level 1,28.5,21.45795402760951,109.14334912382355,Yes
197.63772720278453,381.99852465977153,Model B,0.5,21,3,city,Level 2,10.9,4.309518891734321,99.653809485516,Yes
164.59581315421983,495.9633091540554,Model B,1.0,7,2,highway,Fast Charging,20.1,16.487230033623742,99.61112049583119,Yes
21.564642974391095,172.69833103179803,Model A,0.5,29,1,highway,Fast Charging,33.1,22.904304898848967,103.65447277632659,Yes
96.4121118162348,205.52039028730573,Model D,1.5,8,2,highway,Fast Charging,38.9,22.90144367832193,167.536384853271,Yes
239.63195571622867,82.81002970508567,Model A,0.5,17,2,city,Level 2,29.5,14.110465067567532,114.58379502781642,Yes
130.0962749704483,102.03652920090344,Model D,2.0,19,4,city,Fast Charging,23.3,18.087478464674714,157.03729033387694,Yes
113.85499264472911,346.69750129918884,Model D,1.5,16,1,highway,Fast Charging,26.8,9.851593737030544,160.9706337976476,Yes
119.84790523823055,458.522795077238,Model A,1.5,7,1,highway,Level 2,14.8,1.803147116778106,129.93121023268333,Yes
60.13185376123929,197.30247583062027,Model C,0.5,25,6,hill road,Level 1,22.8,13.2188432523374,118.29655184506133,Yes
98.48972100755086,89.92222341777062,Model D,1.5,12,5,hill road,Level 1,16.9,7.954003618876526,106.76311924377798,Yes
98.75518143692238,142.54974969149703,Model C,0.5,5,1,city,Level 1,30.6,10.17431170413719,148.26203509538928,Yes
22.565204844993374,227.5258524040693,Model A,0.5,22,6,highway,Level 2,28.9,4.346377082528749,127.17068759632464,Yes
194.21623084430038,145.3251646826842,Model C,0.5,17,8,highway,Level 1,28.1,18.377593144456725,93.75737508066192,Yes
109.96106365693096,116.78954156093313,Model D,1.5,11,5,city,Fast Charging,29.0,23.70653809986089,129.93440663888265,Yes
207.3231728359416,367.9922443785398,Model A,1.5,17,3,highway,Level 1,22.3,17.518598055820814,148.70347566284812,Yes
214.0835202687749,3.9224606203115964,Model C,1.0,21,3,city,Fast Charging,24.8,12.307104423147699,131.6829322869305,Yes
60.87857312767794,269.61526366824154,Model A,0.5,17,2,hill road,Level 1,21.6,10.483498880238121,52.25327108116717,Yes
167.76483572083086,396.88340351487693,Model A,0.5,17,9,highway,Level 1,25.2,13.774591204956144,198.9766483470749,Yes
123.3476329991156,133.1141431587341,Model C,0.5,15,9,highway,Level 1,24.5,16.282099272191104,163.54774590801895,Yes
221.23761710115642,301.64575530600865,Model D,0.5,18,7,city,Level 2,26.8,3.1682647679177665,86.52334047124644,Yes
61.77776300234899,334.4500528093089,Model D,0.5,25,1,city,Level 1,19.5,19.76638887990634,164.09775364782791,Yes
172.6751680744106,327.512348202545,Model D,0.5,14,1,city,Fast Charging,25.1,0.13508727703284984,165.15991128587234,Yes
155.8605093406534,222.92481709935885,Model D,0.5,12,4,city,Fast Charging,25.0,21.127064445475323,140.12413800479948,Yes
80.87235461723986,173.28899393788961,Model B,1.0,10,2,hill road,Level 1,25.9,12.55753379809699,143.69136030987062,Yes
42.78421687628143,417.96203651390675,Model A,1.0,23,3,city,Level 2,20.4,10.864918520812703,74.1876747753349,Yes
166.39354251454637,379.22297849993214,Model A,2.0,27,2,highway,Level 1,22.0,3.0224733848090297,105.81601614031106,Yes
187.26338995175936,160.62758670695627,Model B,0.5,23,1,highway,Level 1,20.9,14.605166962789012,138.21350590355092,Yes
85.750562503204,51.50959722110304,Model A,0.5,16,3,highway,Fast Charging,34.7,2.22528407242521,61.64715775556081,Yes
164.7598249653553,35.903772722734594,Model A,1.0,25,7,highway,Level 2,31.0,21.649084302447104,196.71166158941367,Yes
104.83141782676078,47.137988949468024,Model C,1.0,11,9,hill road,Fast Charging,24.7,7.55706771021413,65.27454746956899,Yes
181.16965198782825,291.4346805960214,Model B,0.5,22,9,hill road,Level 2,27.2,4.3135631440902324,110.53302706708297,Yes
57.81166597457275,25.831087914494844,Model A,0.5,24,8,hill road,Level 1,32.7,6.279533606310999,187.03033195555722,Yes
223.65160063268183,168.4634374820192,Model A,1.0,22,6,city,Fast Charging,33.0,13.328983962704772,52.2854416965867,Yes
78.97830315173914,376.59985095711465,Model B,1.0,27,1,highway,Level 1,27.0,13.998941552125292,152.4865288179957,Yes
98.2686370614767,147.17408325768903,Model B,2.0,7,8,highway,Level 1,20.9,8.461045199816736,108.25692613041619,Yes
23.94206849928395,381.65403859006494,Model C,2.0,13,8,hill road,Fast Charging,31.0,19.70892879525413,157.58597364102744,Yes
36.762930957106335,372.73351910352767,Model C,0.5,10,9,city,Level 1,26.2,9.448139825817028,149.58561343423017,Yes
133.80685665095876,122.91356631660815,Model D,1.0,5,6,hill road,Level 2,23.3,10.93830169584849,139.5447571335355,Yes
74.22224241471315,364.41109004637275,Model D,2.0,14,3,highway,Level 1,28.4,3.2516449199807536,179.79825019285403,Yes
210.51525417812664,373.88831913605037,Model C,0.5,12,6,highway,Level 2,21.8,3.3903264429525457,50.75257491832911,Yes
13.526413277188922,198.72696283351343,Model A,2.0,27,8,hill road,Level 1,17.3,2.5306255214691378,71.91066611568507,Yes
100.98257168126469,105.21024187075912,Model B,2.0,21,7,highway,Level 2,31.4,3.663582539706625,168.01493333000903,Yes
90.96293122458223,260.63540344593457,Model C,2.0,7,8,hill road,Fast Charging,27.2,22.504813946051936,145.2503485662461,Yes
14.638631420224248,460.6987940000982,Model D,1.5,7,3,hill road,Level 1,29.1,17.12381337542507,188.8591596166983,Yes
39.84841576012245,319.808366216031,Model B,0.5,7,8,hill road,Fast Charging,15.8,16.799022367904712,115.8477684305055,Yes
109.27424198047247,86.4612488136306,Model D,2.0,11,5,hill road,Fast Charging,27.1,3.6475342427508384,132.4575434695789,Yes
128.2875002673872,341.37846236675995,Model A,0.5,26,7,highway,Level 2,26.5,12.986491627507876,143.63656654576704,Yes
107.02953934116859,213.6015136409173,Model A,0.5,15,4,city,Level 1,23.3,12.216358261424492,76.4282849397738,Yes
137.4250428189025,295.76439867768653,Model D,1.0,22,3,highway,Fast Charging,23.3,7.189530615463438,71.52406537273751,Yes
152.83160197736356,367.03201751155393,Model B,0.5,9,6,hill road,Level 1,22.5,6.751776173735157,88.05788079197237,Yes
12.381717070680551,257.4736757572224,Model D,2.0,26,9,highway,Level 2,32.9,19.06143905656714,107.87984888187785,Yes
121.38283826884093,406.9919872866543,Model B,0.5,6,4,city,Fast Charging,29.2,7.454109090272576,123.15681374344894,Yes
241.2398178130212,361.07778965831386,Model C,1.0,18,9,highway,Level 2,23.7,14.812313908058695,119.66437787533258,Yes
134.5677472310917,307.5366700092553,Model D,1.5,5,3,hill road,Fast Charging,21.8,22.98637345676594,168.80050842430953,Yes
172.61014419014876,75.39640791617575,Model D,1.5,8,6,city,Level 2,24.9,12.847302417687029,70.0703082105274,Yes
84.84732590005197,417.9745554557842,Model B,1.0,18,5,highway,Level 1,25.0,15.099283199379704,105.31312808293168,Yes
195.757930756663,467.952792659908,Model C,2.0,19,9,city,Fast Charging,19.8,21.88058662944981,191.89818750690904,Yes
195.50115565026763,68.48256190464741,Model B,2.0,24,6,highway,Fast Charging,30.5,18.025365528964507,165.79131334824928,Yes
135.11105143699336,244.12056471671528,Model B,2.0,24,2,city,Level 1,23.7,0.3373318378961321,114.19806971745653,Yes
244.24331758701126,129.44437098525225,Model D,0.5,21,4,hill road,Fast Charging,25.4,3.6213177294291743,137.18375243040936,Yes
40.13205154303681,377.26165371278233,Model D,1.5,7,5,hill road,Level 2,29.0,6.726021213147574,120.53274137280117,Yes
14.067439573499438,360.81481800234997,Model B,2.0,27,9,city,Fast Charging,32.9,10.760021791125707,107.5811216555344,Yes
194.83797082170304,70.44256028519935,Model A,1.5,8,1,highway,Fast Charging,25.6,6.90173159426862,69.91815340611384,Yes
203.7173289675718,438.51363563081856,Model A,1.0,22,9,hill road,Fast Charging,17.9,11.534032638220069,75.09407665393852,Yes
38.849734988938295,90.48653198900114,Model A,1.5,28,1,highway,Level 2,28.0,19.5951940305265,93.22995479292258,Yes
73.73987991006545,398.62951282405373,Model D,2.0,5,1,city,Level 1,25.8,24.32396722126288,104.78010274367543,Yes
14.212567207990938,228.49017981400243,Model D,1.5,29,4,highway,Level 2,22.3,15.733286419476228,87.74970663276105,Yes
80.39406658733553,164.13614677907563,Model C,1.0,9,6,city,Level 2,26.9,21.753517643685008,136.60105640895048,Yes
195.55404974048116,79.11963133710675,Model D,1.5,22,2,highway,Fast Charging,21.8,8.593083518223374,139.7188314093271,Yes
134.31052665101896,83.8071280733147,Model C,0.5,17,1,city,Fast Charging,17.3,3.4214518842165336,56.87551511376287,No
93.54294236038913,330.94527735045017,Model D,1.0,18,4,city,Level 1,25.7,20.82447001245535,147.44814818190116,Yes
99.21743077751927,275.21519397356025,Model A,0.5,24,8,city,Fast Charging,20.3,19.2917972406202,120.13522955937115,Yes
10.324870171712357,61.04271082561635,Model A,0.5,7,6,city,Level 2,23.6,5.9050155740805135,132.05442628512844,Yes
81.95212661565661,56.3489302191626,Model B,2.0,27,5,highway,Fast Charging,27.9,13.464525615283435,183.9922490561152,Yes
165.15009799310332,36.15528738639573,Model B,2.0,10,1,hill road,Fast Charging,14.5,24.845510347845778,77.50053627251003,Yes
243.8066665159257,371.88367368677206,Model C,1.0,15,3,city,Level 1,23.1,24.296603343836587,110.66739860514788,Yes
213.2945984761359,355.9410426146446,Model C,2.0,13,7,city,Level 2,20.2,11.304635490643111,122.77333713483678,Yes
15.66279151492699,29.215495427287575,Model B,1.5,24,3,hill road,Level 2,17.5,7.090716594385244,138.62489084188906,Yes
225.65454512196143,280.13503779848645,Model C,1.0,23,5,hill road,Level 1,25.2,7.339799645647985,151.65317349760312,Yes
197.96761919167022,42.33807762134495,Model D,2.0,11,6,city,Level 2,22.5,21.95273375463926,69.39128941553805,Yes
197.2902696570353,451.87288530447086,Model A,2.0,26,9,city,Level 2,28.1,16.724763362089003,162.34697424407477,Yes
119.91898216085715,453.5587095900662,Model B,1.5,25,3,highway,Fast Charging,27.0,14.983493184608514,83.15582229173202,Yes
105.52127030908068,349.11649490656504,Model B,0.5,14,6,hill road,Level 1,27.8,6.697722307529627,192.67821806050083,Yes
82.69977491996623,463.09446071972496,Model D,1.5,11,2,highway,Level 1,15.4,10.159884372631902,65.8516237648585,Yes
25.766766149047786,405.72651520684525,Model C,0.5,9,9,city,Fast Charging,25.7,13.943002131068905,198.00725705970115,Yes
64.77648723848779,414.2692879635247,Model B,2.0,29,9,city,Level 1,25.9,13.028129567398928,189.19765745403092,Yes
69.18487239472591,284.85392528496664,Model B,0.5,8,7,city,Level 1,18.8,1.316739357487509,183.3799079925423,Yes
126.17849673044839,153.02959910808795,Model D,0.5,21,9,city,Fast Charging,24.3,12.169354003231206,54.548077068261705,Yes
189.38665758320656,108.89955755821079,Model A,2.0,9,4,hill road,Fast Charging,26.2,15.263023515282073,80.21908810551112,Yes
123.71435881550718,163.60001101946457,Model B,1.0,21,1,highway,Level 2,25.1,19.690785917427135,135.17060206888678,Yes
23.882667867318546,314.24771504453105,Model B,1.5,21,1,hill road,Level 2,28.1,3.2152795972893724,158.1892004892605,Yes
239.86955223716893,86.32826791619947,Model D,2.0,21,2,city,Fast Charging,27.3,20.614653738155262,160.21415693741295,Yes
236.25383658258693,129.3201183186608,Model B,1.5,5,3,highway,Level 1,28.2,2.323146798430156,56.92080537845322,Yes
198.445490355618,234.03043139773223,Model B,1.5,28,2,city,Fast Charging,18.3,12.483986663646334,153.3093341001246,Yes
247.91869637541294,116.52504926230777,Model A,0.5,6,4,hill road,Fast Charging,21.4,2.1214750842373316,124.4530932588453,Yes
140.6757598720631,294.3218348580308,Model B,2.0,29,8,city,Fast Charging,22.9,20.434491385885458,97.03907524104608,Yes
241.06440406076945,461.5880142281649,Model D,1.0,27,3,hill road,Level 2,24.1,11.593916205401031,153.42555211413077,Yes
28.145209748020186,374.0446828515632,Model A,1.5,23,4,hill road,Fast Charging,16.8,15.514518841870359,87.60710459386578,Yes
97.76337958272912,333.2133070744565,Model A,1.5,13,2,city,Level 1,24.0,12.472195254395437,146.7535913058001,Yes
64.0915043216238,291.3607379918894,Model A,1.0,24,1,city,Fast Charging,28.6,11.52799763075723,141.82378685395423,Yes
56.999940192224805,243.97395462853245,Model C,1.5,27,8,hill road,Fast Charging,18.1,4.566361543769654,138.66869306399985,Yes
43.792707734242256,93.28192981732985,Model D,2.0,19,7,highway,Fast Charging,17.3,23.586779003777934,129.93123456546968,Yes
159.3792739758392,447.3552277134328,Model C,1.0,23,2,hill road,Level 2,31.1,18.21637662403126,90.8833899771969,Yes
197.51724537935323,124.26800100641816,Model B,2.0,9,8,highway,Level 1,26.9,14.169946058429039,80.15765701050209,Yes
